Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2015","2015","°C","1.724","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2016","2016","°C","1.934","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2017","2017","°C","1.359","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2018","2018","°C","0.556","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2019","2019","°C","1.278","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2020","2020","°C","1.67","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2010","2010","°C","-0.091","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2011","2011","°C","0.586","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2012","2012","°C","1.203","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2013","2013","°C","0.458","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2014","2014","°C","0.056","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2015","2015","°C","1.909","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2016","2016","°C","1.704","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2017","2017","°C","2.144","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2018","2018","°C","0.273","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2019","2019","°C","1.544","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2020","2020","°C","2.247","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2010","2010","°C","0.208","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2011","2011","°C","-0.23","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2012","2012","°C","1.414","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2013","2013","°C","0.588","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2014","2014","°C","1.12","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2015","2015","°C","1.671","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2016","2016","°C","1.977","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2017","2017","°C","0.816","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2018","2018","°C","0.569","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2019","2019","°C","1.241","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2020","2020","°C","0.416","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","-0.226","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","0.268","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","0.719","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","1.093","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","1.093","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","1.009","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","1.306","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","2.127","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","1.291","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°C","1.25","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°C","1.441","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","0.195","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","1.659","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","1.13","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","0.682","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","0.823","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","0.578","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","1.333","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","1.561","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","1.6","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","0.978","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","1.975","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","0.761","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","1.155","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","0.738","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","0.644","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","0.765","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","1.059","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","0.993","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","1.066","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","1.157","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","1.602","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","1.467","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","0.255","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","0.81","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","0.942","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°C","0.473","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°C","0.628","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°C","1.712","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°C","1.482","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°C","1.434","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°C","0.622","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°C","1.399","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°C","1.676","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.246","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.973","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.882","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.723","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","2014","2014","°C","0.827","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.089","Fc","Calculated data"
